SVL,HL,HW,HD,JL,FLL,HLL,FFL,HFL,Tail,Site,Number,Genus_species
37,7.8,4.2,3.1,7.8,11,18,5,10,0,A,13272,Ctenotus_schomburgkii
40,8.8,4.9,3.4,10.3,12,23,6,12,0,A,13299,Ctenotus_schomburgkii
43,8.8,4.8,3.9,9.6,14,23,6,12,0,M,13333,Ctenotus_schomburgkii
46,9.4,5.5,4.2,10,13,24,6,12,0,M,13360,Ctenotus_schomburgkii
48,9.1,5,3.4,10.5,13,23,6,11,0,M,13385,Ctenotus_schomburgkii
41,9,4.9,3.6,10,13,24,6,12,0,I,13471,Ctenotus_schomburgkii
46,8.8,4.9,3.9,9.8,14,26,6,13,0,I,13489,Ctenotus_schomburgkii
47,9.4,5,3.7,10.5,14,26,6,12,0,I,13564,Ctenotus_schomburgkii
49,9.5,5,3.6,10.5,13,23,6,12,0,I,13565,Ctenotus_schomburgkii
41,8.7,4.5,3.2,10,13,23,6,12,0,I,13579,Ctenotus_schomburgkii
41,9,5.2,4,9.9,13,21,6,12,0,I,13589,Ctenotus_schomburgkii
41,8.8,4.5,3.2,10,14,23,6,12,0,A,13608,Ctenotus_schomburgkii
41,9,5,3.7,10,15,25,6,11,0,A,13613,Ctenotus_schomburgkii
41,8.3,4.7,3.7,8.7,12,22,5,11,0,A,13615,Ctenotus_schomburgkii
43,9.1,5.1,4,11,12,22,6,10,80,L,971,Ctenotus_schomburgkii
43,8.9,5,4.1,10.9,12,20,6,10,76,L,998,Ctenotus_schomburgkii
45,8.8,4.4,3.9,10.2,12,21,5,9,81,L,1022,Ctenotus_schomburgkii
48,9.1,5.2,4,11.2,12,22,5,11,86,L,1622,Ctenotus_schomburgkii
40,8.3,4.4,3.1,10.3,11,20,6,12,78,L,2066,Ctenotus_schomburgkii
39,8.2,4.7,3.7,9.9,11,21,6,11,78,L,2095,Ctenotus_schomburgkii
42,9.1,4,3.9,10.9,12,20,6,10,84,L,2344,Ctenotus_schomburgkii
29,7,3.8,2.6,8,9,15,5,7,36,L,2359,Ctenotus_schomburgkii
39,8.5,5,3.5,10.3,10,20,6,11,70,L,2377,Ctenotus_schomburgkii
41,8.6,5.2,4.2,10.9,11,19,6,10,80,L,2411,Ctenotus_schomburgkii
38,9,4.3,3.3,9.8,11,21,5,11,75,L,2597,Ctenotus_schomburgkii
40,8.3,5.1,3.7,10.2,12,21,6,11,48,L,2905,Ctenotus_schomburgkii
37,8.6,4.6,3.6,10.6,11,21,6,10,65,L,2911,Ctenotus_schomburgkii
47,8.9,5.1,4,10.9,11,21,6,11,70,L,2954,Ctenotus_schomburgkii
44,8.6,4.9,4,10.5,11,20,5,10,80,L,2956,Ctenotus_schomburgkii
47,9.1,5.3,4.1,11.2,13,24,6,10,0,L,2966,Ctenotus_schomburgkii
38,8.1,4.9,3.7,9.8,12,21,5,11,78,L,2978,Ctenotus_schomburgkii
39,8.2,4.8,3.6,10.1,11,20,5,10,71,L,2979,Ctenotus_schomburgkii
42,8.8,5.2,4.1,10.8,12,20,6,11,43,L,2992,Ctenotus_schomburgkii
45,9,5.2,4.6,10.4,13,22,5,11,82,L,2994,Ctenotus_schomburgkii
39,8.6,4.5,4.2,10.4,12,21,6,13,74,L,2995,Ctenotus_schomburgkii
41,8.9,5.2,4,10.5,13,22,6,11,84,L,2996,Ctenotus_schomburgkii
49,8.9,5.8,4.4,10.7,11,21,6,10,0,L,3006,Ctenotus_schomburgkii
41,8.7,5.2,3.6,10.6,13,21,5,10,79,L,3007,Ctenotus_schomburgkii
39,8.7,5.1,3.8,10.7,12,20,5,11,76,L,3008,Ctenotus_schomburgkii
48,9.3,5.7,4.2,11,13,22,6,10,70,L,3014,Ctenotus_schomburgkii
39,8.3,5,3.7,10.2,12,20,5,11,71,L,3019,Ctenotus_schomburgkii
42,8.8,5.3,4.3,10.9,12,21,5,11,80,L,3031,Ctenotus_schomburgkii
47,8.7,4.7,4.4,10.2,11,18,5,10,80,L,3064,Ctenotus_schomburgkii
39,9.1,5.4,4.4,11,11,20,5,11,77,L,3065,Ctenotus_schomburgkii
38,8.4,4.4,3.6,10.2,11,19,5,9,59,L,3102,Ctenotus_schomburgkii
48,9.6,5.7,4.5,11.2,13,19,6,10,52,L,3107,Ctenotus_schomburgkii
42,8.9,5.2,3.9,10.8,12,21,5,11,85,L,3109,Ctenotus_schomburgkii
33,7.3,3.9,2.5,8.9,10,16,5,10,57,L,3320,Ctenotus_schomburgkii
42,8.7,4.9,3.2,10.3,12,22,6,11,78,L,3378,Ctenotus_schomburgkii
42,8.7,5.2,3.7,10.6,12,17,5,11,70,L,3517,Ctenotus_schomburgkii
46,8.7,5.1,3.7,10.6,12,21,6,11,82,L,3569,Ctenotus_schomburgkii
45,8.4,4.7,3.7,10.5,11,20,5,10,0,L,3581,Ctenotus_schomburgkii
45,8.9,4.9,3.5,11.1,13,19,6,11,80,L,3588,Ctenotus_schomburgkii
41,8.6,5.1,3.9,10.1,12,22,5,10,81,Z,850,Ctenotus_schomburgkii
91.5,14.9,10.7,9.2,18.1,15,17.5,7,8,0, ,10418,Cyclodomorphus_melanops
88,14.1,10,9.6,16.2,14,18,6.5,8,0, ,10422,Cyclodomorphus_melanops
100,14.3,10,8.2,16.3,13,16,5,5,72,R,1928,Cyclodomorphus_melanops
84,0,0,0,0,0,0,0,0,0,R,879,Cyclodomorphus_melanops
93,14,9.7,7.6,16.1,14,18,6,8,84,R,880,Cyclodomorphus_melanops
91.5,14.9,10.7,9.2,18.1,15,17.5,7,8,0, ,10418,Cyclodomorphus_melanops
88,14.1,10,9.6,16.2,14,18,6.5,8,0, ,10422,Cyclodomorphus_melanops
100,14.3,10,8.2,16.3,13,16,5,5,72,R,1928,Cyclodomorphus_melanops
84,0,0,0,0,0,0,0,0,0,R,879,Cyclodomorphus_melanops
93,14,9.7,7.6,16.1,14,18,6,8,84,R,880,Cyclodomorphus_melanops
100,12.1,5.6,5.4,13.9,0,3,0,0,0, ,9774,Delma_butleri
71,9,4.8,4,11.4,0,4,0,0,0,A,10259,Delma_butleri
72,9,4.7,4,11.2,0,2.5,0,0,0,A,10497,Delma_butleri
59.5,8,4.7,3.5,10.6,0,2,0,0,0,A,10520,Delma_butleri
73,9.2,5.5,4.4,12,0,3.5,0,0,0,A,10528,Delma_butleri
66,8.2,5,3.8,10,0,2.9,0,0,0,A,10529,Delma_butleri
73,9.3,4.9,4,12.3,0,4,0,0,0,A,10538,Delma_butleri
63,8.1,4.9,3.9,11,0,1.9,0,0,0,A,10620,Delma_butleri
72.5,9.2,5.5,4.6,11,0,4,0,0,0,A,12510,Delma_butleri
43,6.3,4,3.4,7.9,0,1.5,0,0,0,A,12513,Delma_butleri
71.5,9.2,5.2,4.4,10.7,0,4,0,0,0,I,13661,Delma_butleri
61,7.3,4,3.4,9.4,0,2,0,0,161,L,927,Delma_butleri
74,9,4.5,3.6,9.4,0,3,0,0,158,L,2340,Delma_butleri
67,8,3.7,3.3,9.1,0,2,0,0,121,L,3150,Delma_butleri
62,7.7,3.9,3.5,10,0,2,0,0,187,L,3304,Delma_butleri
72,8.6,4.3,3.7,10.4,0,2,0,0,188,R,886,Delma_butleri
72,8.7,4.4,3.7,10.5,0,4,0,0,231,R,1538,Delma_butleri
91,11.5,5.3,5,14.6,0,2,0,0,304,R,1926,Delma_butleri
76,16.6,9.7,6.7,19.2,26,33,9,12,0,I,13484,Diplodactylus_ciliaris
69,15.5,10.4,6.8,16.3,25,30,8,11,0,I,13523,Diplodactylus_ciliaris
76,16,10,6.7,18.6,26,33,9,11,0,I,13525,Diplodactylus_ciliaris
73,15.6,10.7,6.7,18.4,27,33,9,12,0,I,13528,Diplodactylus_ciliaris
79,16.8,11.1,7.1,19.3,27,33,9,11,0,I,13529,Diplodactylus_ciliaris
72,16.4,9.3,7,19,26,33,8,11,0,I,13576,Diplodactylus_ciliaris
0,19,0,0,0,0,0,0,0,0,M,12678,Diplodactylus_ciliaris
0,19.2,0,0,0,0,0,0,0,0,M,12669,Diplodactylus_ciliaris
0,16.3,0,0,0,0,0,0,0,0,I,11676,Diplodactylus_ciliaris
0,15.8,0,0,0,0,0,0,0,0,I,11666,Diplodactylus_ciliaris
73,16,11.1,7.6,18,26,31,7,10,0, ,9890,Diplodactylus_ciliaris
78,17.6,11.7,8.5,18.7,27,36,9,13,0, ,9892,Diplodactylus_ciliaris
83,18.2,12,8.7,20.1,29,34,9,12,0,E,12276,Diplodactylus_ciliaris
81,17.3,10.3,7,20.4,30,34,8,12,0,M,12611,Diplodactylus_ciliaris
73,16.3,10.9,8,18.7,28,33,8,11,0,M,12640,Diplodactylus_ciliaris
77,15.7,9.6,6.8,19,28,33,8,12,0,M,12667,Diplodactylus_ciliaris
75,16.3,9.8,7.5,19.6,27,33,8,11,0,M,12677,Diplodactylus_ciliaris
81,16.7,11.7,7.8,18,27,33,9,11,0,M,12679,Diplodactylus_ciliaris
80,18,10.3,7.7,20,28,34,8,12,0,E,12871,Diplodactylus_ciliaris
75,16.9,9.4,6.2,17.5,27,34,8,12,0,M,13352,Diplodactylus_ciliaris
82,19,12.3,9,21.1,28,37,8,10,54,R,1128,Diplodactylus_ciliaris
69,16.7,11.7,7.9,19.3,24,30,8,9,50,R,1133,Diplodactylus_ciliaris
71,17.6,11.1,7.6,18.9,28,32,8,7,48,R,1157,Diplodactylus_ciliaris
77,19,11.5,8,20.2,24,27,7,9,45,R,1162,Diplodactylus_ciliaris
86,20,11.3,8.3,24.2,26,36,8,9,54,R,1180,Diplodactylus_ciliaris
73,18,11.4,8.1,20.3,25,33,7,8,42,R,1232,Diplodactylus_ciliaris
73,16.5,11.2,8.2,18.2,25,30,7,8,30,R,1433,Diplodactylus_ciliaris
71,17.4,11.9,8.1,19.6,24,34,8,8,51,R,1469,Diplodactylus_ciliaris
76,18,11.4,8,20.1,24,32,7,9,41,R,1478,Diplodactylus_ciliaris
77,17.7,12,8,20,27,34,8,9,43,R,1490,Diplodactylus_ciliaris
73,17.7,11.1,8,18.8,26,34,7,9,44,R,1569,Diplodactylus_ciliaris
84,18.9,12.4,9,20.4,27,36,8,9,50,R,1582,Diplodactylus_ciliaris
73,17.1,11.6,7.5,19.7,26,34,8,9,51,R,1585,Diplodactylus_ciliaris
71,18,12,7.8,20,25,33,8,9,46,R,1597,Diplodactylus_ciliaris
69,17.2,10.9,6.9,18.7,24,30,6,8,0,R,1598,Diplodactylus_ciliaris
70,17,10.5,7.6,19,26,32,7,7,0,R,1980,Diplodactylus_ciliaris
80,19.1,13.1,9.5,21.5,28,38,7,10,58,R,1981,Diplodactylus_ciliaris
54,13.6,8.7,6.1,15,19,24,6,8,39,R,2236,Diplodactylus_ciliaris
67,17.8,10.2,7.4,18.3,26,31,7,9,47,R,2237,Diplodactylus_ciliaris
78,19.4,11.7,8,22,26,32,7,9,0,R,2240,Diplodactylus_ciliaris
83,18.7,12.6,8.4,21.3,27,34,8,9,50,R,2263,Diplodactylus_ciliaris
58,14.6,9,6.4,16.5,23,27,7,8,42,R,2284,Diplodactylus_ciliaris
69,17.4,10.6,7.5,19.3,24,30,6,8,44,R,2296,Diplodactylus_ciliaris
75,18.2,12,8.3,20.5,27,39,9,8,50,R,2302,Diplodactylus_ciliaris
71,17,10.1,6.9,19.3,24,32,7,8,34,R,2660,Diplodactylus_ciliaris
69,17.4,11.3,8.1,19.4,27,34,8,10,32,R,2676,Diplodactylus_ciliaris
80,18.4,12,8.6,20.4,27,38,7,10,28,R,2717,Diplodactylus_ciliaris
52,13,7.2,6,14.3,18,22,5,6,36,R,2720,Diplodactylus_ciliaris
84,18.7,11.9,8.5,21.7,27,36,7,8,59,R,2791,Diplodactylus_ciliaris
71,17.3,9.1,7.5,20,26,33,7,8,40,R,2792,Diplodactylus_ciliaris
73,16.4,10,7.9,18.7,26,31,6,8,48,R,3185,Diplodactylus_ciliaris
73,17.5,11,8,19.7,24,34,7,9,54,R,3187,Diplodactylus_ciliaris
81,18.4,11.1,8.5,21.6,28,35,8,8,54,R,3206,Diplodactylus_ciliaris
79,19.2,11.5,8.3,21.6,27,36,7,9,51,R,3614,Diplodactylus_ciliaris
67,16.4,11.1,7,18.4,25,27,7,9,50,R,3725,Diplodactylus_ciliaris
65,15.6,8.8,7.2,17.5,23,28,7,7,45,R,3729,Diplodactylus_ciliaris
69,16.7,10.3,7.1,19.2,25,31,7,9,47,R,3769,Diplodactylus_ciliaris
73,18.2,11.6,8,19.7,26,29,7,7,50,R,3786,Diplodactylus_ciliaris
75,18.5,11.4,8.3,20.2,25,35,6,8,52,R,3816,Diplodactylus_ciliaris
86,20.8,13.1,9,23.2,29,36,8,9,42,R,3818,Diplodactylus_ciliaris
76,18.2,13,8,20,27,35,7,8,53,R,3851,Diplodactylus_ciliaris
62,15,9,7.5,17.9,21,28,7,8,47,R,3910,Diplodactylus_ciliaris
61,15.9,10,7.1,16.4,22,28,6,8,43,R,3933,Diplodactylus_ciliaris
69,16.6,10.2,7,18.6,23,31,7,7,49,R,4063,Diplodactylus_ciliaris
59,11.2,7.4,5.4,11.5,15,16,6,7,0, ,10643,Diplodactylus_conspicillatus
55,9.4,6.9,5.3,10.5,17,17,6.5,7,0,D,13457,Diplodactylus_conspicillatus
65,10.7,8.2,5.7,11.8,18,19,5.5,6.5,0,G,11137,Diplodactylus_conspicillatus
65,10.5,8,5.9,11.4,17,21,6,7,0,G,11109,Diplodactylus_conspicillatus
67,10.3,8.3,5.9,11.6,19,19,7,7,0, ,9904,Diplodactylus_conspicillatus
61,10.7,6.6,5.4,11.5,19,19,6,6.5,0,M,12610,Diplodactylus_conspicillatus
57,10.4,8.7,5.6,11,17.5,18,6,7,0,M,12638,Diplodactylus_conspicillatus
59,11.2,7.3,4.8,11.4,19,20,6,7.5,0, ,12451,Diplodactylus_conspicillatus
60,9.8,6.9,5.3,10.3,19,20,6,7,0,M,13330,Diplodactylus_conspicillatus
55,9.8,6.7,5.1,11.3,17,18,5.5,6,0,M,12635,Diplodactylus_conspicillatus
57,9.7,7.4,4.9,11.4,19,19,6,6.5,0,M,13378,Diplodactylus_conspicillatus
63,10.3,7.3,5.3,11.1,19,19,6,7,0,M,13351,Diplodactylus_conspicillatus
62,9.5,6.6,4.5,10.3,19,20,6,6.5,0,M,12612,Diplodactylus_conspicillatus
49,8,5.9,4.2,8.9,15.5,15,5,6,0, ,9858,Diplodactylus_conspicillatus
48,8,5.5,4.3,8.6,16,15,5,5.5,0,G,13070,Diplodactylus_conspicillatus
60,10.2,8.2,5.6,10.5,17,17,6,6,0, ,10645,Diplodactylus_conspicillatus
57,10.7,8.4,5.1,11.4,18,19,6.5,7,0,M,13353,Diplodactylus_conspicillatus
63,9.6,6.8,4.9,10.3,18,18,6,7,0,E,12920,Diplodactylus_conspicillatus
70,10.5,8.4,5.9,10.8,21,22,6.5,8,0,G,11136,Diplodactylus_conspicillatus
55,8.9,5.4,4.7,9.8,18,18,5.5,6,0, ,12476,Diplodactylus_conspicillatus
69,10.8,8.3,5.7,11.6,19,19,6,7,0,D,13414,Diplodactylus_conspicillatus
60,10.4,7.5,5.4,11.3,19,20,6,7,0,M,12639,Diplodactylus_conspicillatus
63,9.4,7.3,5.7,11,19,19,5.5,6,0,M,12646,Diplodactylus_conspicillatus
60,10,7.3,5.1,10.8,17,20,5.5,6,0,M,13358,Diplodactylus_conspicillatus
67,10.7,7.4,5.6,11.2,16,20,6,7,0,D,13428,Diplodactylus_conspicillatus
65,10.3,7.9,5.7,11.4,19,21,5,7,0,G,13029,Diplodactylus_conspicillatus
64,10.9,7.3,5.2,11.2,19,20,7,7,0,E,12859,Diplodactylus_conspicillatus
51,8.4,6.3,4.6,9.2,16,19,6,6.5,0,G,12997,Diplodactylus_conspicillatus
52,8.7,6.7,4.9,9.6,17.5,18,6,7,0,D,13451,Diplodactylus_conspicillatus
55,8.3,6.9,4.8,9.3,16,17,5.5,6,0,M,13326,Diplodactylus_conspicillatus
65,10,8.2,5.3,10.7,18,18,5,6,0,M,13322,Diplodactylus_conspicillatus
54,8.5,7.3,4.9,9.8,17,18,6,7,0,G,13019,Diplodactylus_conspicillatus
54,9.6,6.4,4.5,10.8,19,20,5.5,7,0,M,12642,Diplodactylus_conspicillatus
69,10.5,8.2,5.8,11.6,19,21,6,7,0,G,12949,Diplodactylus_conspicillatus
56,9.6,7.4,4.7,10.6,18,18,6,7,0,M,12666,Diplodactylus_conspicillatus
59,9.4,5.8,4.3,10.5,18,19,6,6.5,0,M,13328,Diplodactylus_conspicillatus
53,9.1,7.2,4.6,9.6,18,18,6,6,0,M,13331,Diplodactylus_conspicillatus
35,6.2,4,2.9,6.4,13,13,4,4,0,L,12007,Diplodactylus_conspicillatus
56,9.5,6.4,4.6,9.9,17,17,5.5,6.5,0, ,10644,Diplodactylus_conspicillatus
57,9.9,7.3,4.9,10.8,17,17,5,7,0,D,12703,Diplodactylus_conspicillatus
66,9.7,7.8,5.5,10.9,18,21,6,8,0,G,12991,Diplodactylus_conspicillatus
57,9.2,7.5,5.1,11.3,18,18,6,6.5,0,M,12672,Diplodactylus_conspicillatus
65,10.7,7.8,5.5,11.4,19,20,6,7,0,M,13319,Diplodactylus_conspicillatus
67,10.3,7.9,5.5,11.4,19,20,6,6.5,0,M,12644,Diplodactylus_conspicillatus
60,10.6,7.2,5.4,11.5,19,20,5,6.5,0,M,12609,Diplodactylus_conspicillatus
59,10.7,7.3,5,11.7,17,19,6,7,0,D,13416,Diplodactylus_conspicillatus
60,10.2,7,5.4,10.9,17,19,6,7,0,D,11961,Diplodactylus_conspicillatus
56,8.2,6.3,4.5,8.9,16,19,5.5,7,0,E,12918,Diplodactylus_conspicillatus
65,10.1,7.4,5.5,10.4,18,19,5,7,0,M,13350,Diplodactylus_conspicillatus
52,8.8,6.3,4.7,9.9,16.5,17,5,6.5,0, ,9767,Diplodactylus_conspicillatus
58,10.1,7,4.9,11.3,17.5,18,6.5,7,0,M,12607,Diplodactylus_conspicillatus
65,10.4,7.8,5,11.3,18,20,5.5,6,0,M,12675,Diplodactylus_conspicillatus
61,9.4,7.1,5.1,10.2,18,17,5.5,6,0,E,13125,Diplodactylus_conspicillatus
54,8.5,6.6,4.6,9.4,17,18,6,7,0,G,13067,Diplodactylus_conspicillatus
65,10.2,8.2,5.8,10.8,18,20,7,7.5,0, ,10757,Diplodactylus_conspicillatus
52,10,6.7,5.1,12.2,13,14,5,6,18,L,1005,Diplodactylus_conspicillatus
64,11.6,8.4,6.3,14.2,17,18,5,6,23,L,1009,Diplodactylus_conspicillatus
62,10.8,8.4,6.3,13.5,15,18,5,6,27,L,1036,Diplodactylus_conspicillatus
58,10.7,7.7,6,12.5,15,18,4,5,25,L,1284,Diplodactylus_conspicillatus
52,11,7.4,5.3,12.3,14,16,5,7,20,L,2402,Diplodactylus_conspicillatus
58,9.2,7.5,5,10.4,15,15,5,5,26,L,2924,Diplodactylus_conspicillatus
63,11.2,8,6.2,13.4,18,19,5,6,24,L,2982,Diplodactylus_conspicillatus
57,10.1,7.2,5.4,13.5,16,17,5,7,25,L,3051,Diplodactylus_conspicillatus
55,12,7.3,5.6,13.4,16,17,4,6,20,L,3052,Diplodactylus_conspicillatus
57,11.6,9,6.2,13.3,15,17,5,7,18,L,3056,Diplodactylus_conspicillatus
56,10.1,8.1,5.6,13.4,15,16,5,6,23,L,3057,Diplodactylus_conspicillatus
52,9,6,4.7,12.3,13,14,4,6,18,L,3058,Diplodactylus_conspicillatus
57,10,7.3,5.5,12.1,15,16,5,6,19,L,3073,Diplodactylus_conspicillatus
63,10.7,7.1,5.7,13.3,16,16,5,6,18,L,3123,Diplodactylus_conspicillatus
57,10.7,8,6,13.2,16,17,5,5,16,L,3124,Diplodactylus_conspicillatus
60,11,7.3,6.3,14,16,19,5,6,19,L,3132,Diplodactylus_conspicillatus
55,10,7,5.3,11.9,15,16,4,5,21,L,3134,Diplodactylus_conspicillatus
59,10.8,8.5,5.5,13.3,15,16,5,5,14,L,3377,Diplodactylus_conspicillatus
57,10,7.2,5.6,12.3,16,17,5,6,17,L,3505,Diplodactylus_conspicillatus
62,10.1,7.2,6,12.5,15,16,5,6,21,L,4098,Diplodactylus_conspicillatus
58,10.2,8.2,6.2,13.3,15,16,4,6,26,L,4099,Diplodactylus_conspicillatus
60,10,7.3,5.7,12.3,15,16,5,6,25,L,4100,Diplodactylus_conspicillatus
54,10.3,7,5.1,12.6,15,15,5,6,19,L,4106,Diplodactylus_conspicillatus
58,10.4,7.6,6.1,13.1,16,19,5,6,23,L,4116,Diplodactylus_conspicillatus
61,9.6,7.2,6,12.3,14,16,4,6,24,L,4117,Diplodactylus_conspicillatus
60,10.3,7.4,5.7,12.5,13,16,4,5,21,L,4118,Diplodactylus_conspicillatus
54,10.6,7.4,5.8,13.2,17,15,5,6,20,L,4119,Diplodactylus_conspicillatus
61,10,8,6.2,12.6,15,18,5,7,18,R,1998,Diplodactylus_conspicillatus
65,10.2,7.3,5.8,11.7,15,17,5,6,19,R,2311,Diplodactylus_conspicillatus
58,10.7,8.1,6,12.6,15,16,5,5,17,R,2502,Diplodactylus_conspicillatus
56,9,6.8,5.5,10.9,15,16,5,6,22,R,2747,Diplodactylus_conspicillatus
59,10.5,6.4,5.2,12.7,15,18,5,6,22,R,3720,Diplodactylus_conspicillatus
61,10.1,7.3,5.6,12.5,15,16,5,6,26,R,3995,Diplodactylus_conspicillatus
58,10,7.1,5.9,13.1,15,16,5,6,27,R,4004,Diplodactylus_conspicillatus
49,9.3,5,4.1,10.2,14,16,4,6,19,R,4056,Diplodactylus_conspicillatus
59,10,7.8,5.7,12.6,15,13,5,5,0,R,4062,Diplodactylus_conspicillatus
56,11.4,7.6,5.8,14.4,15,16,4,6,24,R,4090,Diplodactylus_conspicillatus
53,12.1,8.4,4.6,13.5,21,23,5,8,0,,1298,Diplodactylus_damaeus
18,5.1,3.6,2.7,6,6.5,7.5,2.5,3,0,A,10222,Diplodactylus_elderi
19,5.1,3.8,2.8,5.9,7,8,2,3,0,A,10223,Diplodactylus_elderi
20,5.2,4.1,2.9,6,8,8,2.5,3.5,0,A,10224,Diplodactylus_elderi
40,10,7.5,5.6,11,14,15.5,4.5,6,0,A,10489,Diplodactylus_elderi
32,9.6,7.5,5.4,10.4,13,14,4.5,5.5,0,A,10522,Diplodactylus_elderi
39,10.1,8,5.7,11,13,15,4,5,0,A,10594,Diplodactylus_elderi
41.5,9.7,7.9,5.9,10.5,14,16,4.5,6,0,A,10596,Diplodactylus_elderi
40,9.7,7.5,0,11.2,13,16,4,6,0,A,10613,Diplodactylus_elderi
31.5,7.6,6.6,4.3,9.1,11,12,3.5,5,0, ,10635,Diplodactylus_elderi
40,9.7,8.2,6,10.8,13.5,16.5,4,5.5,0,A,11177,Diplodactylus_elderi
42,9.7,8.2,6,11,14.5,16.5,4.5,6,0,D,11891,Diplodactylus_elderi
40,9.4,7.7,5.6,10.3,13,15,4,6,0,D,11939,Diplodactylus_elderi
43,10.3,8.2,5.9,11.8,14,16,5,5.5,0,D,11940,Diplodactylus_elderi
36,8.6,7.3,5.2,9.3,11.5,13,4,5,0,A,12511,Diplodactylus_elderi
26,6.4,5.2,4.3,7.7,8.5,9,2.5,3.5,0,A,12512,Diplodactylus_elderi
44,10.2,8.1,6.1,11.1,14,17,4,6,0,A,12559,Diplodactylus_elderi
47,10.4,9.3,6.6,11.6,15,18,5,6.5,0,A,12560,Diplodactylus_elderi
46,10.6,9.1,7.1,11.9,15,16,5,6,0,A,12561,Diplodactylus_elderi
22,6.1,4.8,3.5,7.3,7.5,9,2.5,3.5,0,A,12562,Diplodactylus_elderi
43,10.1,9.1,6.4,11.2,14,17,5,7,0,A,12762,Diplodactylus_elderi
39.5,9.9,7.8,5.4,10.7,14.5,17.5,5,6,0,E,12921,Diplodactylus_elderi
58,9.1,7.2,5.8,9.9,13,17,4,6,0,I,13656,Diplodactylus_elderi
45,10.6,9,7.1,11.7,16,19,5,6,0,I,13659,Diplodactylus_elderi
41,10.3,8.1,5.6,11.3,13,17,4,6,0,I,13660,Diplodactylus_elderi
45,10.8,8.6,6.8,11.7,15,18,4.5,5.5,0,I,13662,Diplodactylus_elderi
41,10,8.2,5.6,10.9,13.5,17,4,5.5,0,I,13663,Diplodactylus_elderi
37,7.9,5.7,3.2,8.7,15,17,3,6,0,A,12511,Diplodactylus_elderi
44,9.7,6.4,3.9,10.5,16,17,4,5.5,0,I,13660,Diplodactylus_elderi
44,9.8,7.8,4,10.2,17,20,5,7,0,A,12762,Diplodactylus_elderi
43,9.4,6.5,4.3,10.5,17,18,4.5,6,0,D,11891,Diplodactylus_elderi
19,4.6,3,1.8,5.4,8,10,2,3.5,0, ,10223,Diplodactylus_elderi
47,10.5,7.5,4.1,11.4,17,19,5,6,0,I,13662,Diplodactylus_elderi
23,5.7,3.5,2.2,6.4,9,11,2.5,4,0,A,12562,Diplodactylus_elderi
44,9.9,6.9,3.7,10.7,16,18,4,6,0,D,11940,Diplodactylus_elderi
41,9.3,6.5,3.8,10.5,15,17,3.5,6,0, ,10594,Diplodactylus_elderi
47,10.3,7.8,4.5,11.2,17,20,4,6.5,0,A,12561,Diplodactylus_elderi
41,8.8,6.5,3.4,9.9,15,17,3.5,5,0,D,11939,Diplodactylus_elderi
20,5.3,3.2,1.8,5.5,8,10,2.5,3.5,0, ,10224,Diplodactylus_elderi
39,9.2,6.2,3.5,10.2,16,17,4,5,0, ,10522,Diplodactylus_elderi
48,10.4,7.8,4.5,11.5,17,22,4,6,0,A,12560,Diplodactylus_elderi
27,6.3,4.5,2.7,7.3,10,11,2.5,4,0,A,12512,Diplodactylus_elderi
20,5.2,2.7,1.4,6.5,8,9.5,2.5,3,0, ,10222,Diplodactylus_elderi
42,9.4,6.5,3.8,10.2,16,17,3.5,6.5,0,A,11177,Diplodactylus_elderi
42,9.4,6.3,3.6,9.9,17,18,4.5,7,0, ,10596,Diplodactylus_elderi
47,10.3,7.8,4.5,11,18,22,4,7,0,I,13659,Diplodactylus_elderi
42,9.5,6.3,3.6,10.4,17,18,4,5.5,0, ,10489,Diplodactylus_elderi
42,8.8,6.3,3.6,10.5,17,18,4,6,0,E,12921,Diplodactylus_elderi
38,9.1,5.9,3.5,9.6,15,18,4,6,0,I,13656,Diplodactylus_elderi
42,8.7,6.1,3.4,9.5,16,17,4,5,0, ,10613,Diplodactylus_elderi
32,6.4,4.6,2.5,7.3,12,15,3,5,0, ,10635,Diplodactylus_elderi
44,9.7,6.8,4.6,10.7,16,18,4,6,0,A,12559,Diplodactylus_elderi
42,9.5,6.6,3.8,10.4,16,18,5,6,0,I,13663,Diplodactylus_elderi
41,9.6,6.7,4.6,11.4,14,15,4,5,0,D,821,Diplodactylus_elderi
24,5.9,4.4,2.9,7.3,8,8,2,3,14,D,822,Diplodactylus_elderi
48,10.6,7.3,5.3,12.1,15,18,4,5,0,L,930,Diplodactylus_elderi
39,9.4,6,4.4,10.8,13,15,3,5,19,L,1244,Diplodactylus_elderi
37,8.7,6.1,4.5,10.2,13,16,4,5,0,L,2346,Diplodactylus_elderi
39,9.2,6.3,4.2,11.2,14,15,4,5,22,L,3461,Diplodactylus_elderi
21,5.2,3.6,2.5,6.4,7,6,2,3,10,R,877,Diplodactylus_elderi
43,9.7,6.7,5,11.8,14,16,4,6,25,R,878,Diplodactylus_elderi
46,10.5,7.1,5.3,12.6,15,18,3,6,20,R,890,Diplodactylus_elderi
47,10.5,7,4.9,12.3,16,19,4,6,19,R,894,Diplodactylus_elderi
47,10.5,7,4.9,12.3,16,19,4,6,19,R,89411,Diplodactylus_elderi
47,10.3,7.4,4.4,11.7,15,19,4,5,22,R,1218,Diplodactylus_elderi
45,10,6,4,10.6,14,18,5,6,21,R,1218.1,Diplodactylus_elderi
