Number,Genus_species,Sex,SVL,Wt,Tail,RTL,LTL,TotTL,TotTVoL
10317,Ctenophorus_isolepis,MALE,51,,118,4,4.5,8.5,99.35
10325,Ctenophorus_isolepis,MALE,56,,128,4,4.5,8.5,99.35
10329,Ctenophorus_isolepis,MALE,34,,70,1,1,2,1.27
10332,Ctenophorus_isolepis,MALE,57,,120,4,5.5,9.5,147.37
10349,Ctenophorus_isolepis,MALE,55,,,4,4,8,81.83
10350,Ctenophorus_isolepis,MALE,61,,127,5,5,10,160.7
10374,Ctenophorus_isolepis,MALE,36,,,,,,
10380,Ctenophorus_isolepis,MALE,57,,123,5,5,10,160.7
10381,Ctenophorus_isolepis,MALE,55,,118,4,5,9,121.27
10385,Ctenophorus_isolepis,MALE,56,,,3,5,8,97.66
10395,Ctenophorus_isolepis,MALE,53,,122,4,4,8,81.83
10652,Ctenophorus_isolepis,MALE,40,3,80,1,1,2,1.27
10655,Ctenophorus_isolepis,MALE,59,8,135,3,3,6,34.63
10673,Ctenophorus_isolepis,MALE,57,7.5,120,4,3,7,58.23
10676,Ctenophorus_isolepis,MALE,37,2,,1,1,2,1.27
10684,Ctenophorus_isolepis,MALE,41,2,79,1,1,2,1.27
10699,Ctenophorus_isolepis,MALE,54,6.5,115,3,4,7,58.23
10738,Ctenophorus_isolepis,MALE,57,6,120,3,3,6,34.63
10739,Ctenophorus_isolepis,MALE,57,6.5,123,2.5,2,4.5,15.13
10786,Ctenophorus_isolepis,MALE,54,6.5,112,3.5,3.5,7,55.18
10795,Ctenophorus_isolepis,MALE,52,5,120,3,3.5,6.5,44.9
10832,Ctenophorus_isolepis,MALE,56,6.5,112,3.5,3.5,7,55.18
10850,Ctenophorus_isolepis,MALE,52,5,86,3,3,6,34.63
10863,Ctenophorus_isolepis,MALE,58,7,127,2,2,4,10.32
10864,Ctenophorus_isolepis,MALE,51,6,116,2.5,3,5.5,27.29
10868,Ctenophorus_isolepis,MALE,39,2.5,79,1,1,2,1.27
10901,Ctenophorus_isolepis,MALE,52,6,112,3,3,6,34.63
11018,Ctenophorus_isolepis,MALE,59,6.5,116,2,2,4,10.32
11042,Ctenophorus_isolepis,MALE,55,7.5,120,3.5,4,7.5,68.51
11050,Ctenophorus_isolepis,MALE,51,5,111,2,2,4,10.32
11080,Ctenophorus_isolepis,MALE,47,3.5,100,2.5,2,4.5,15.13
11085,Ctenophorus_isolepis,MALE,49,3.5,95,2.5,2.5,5,19.94
11105,Ctenophorus_isolepis,MALE,52,5,111,1.5,2,3.5,7.33
11213,Ctenophorus_isolepis,MALE,48,3.2,104,1.5,1.5,3,4.33
11214,Ctenophorus_isolepis,MALE,45,4,92,2,2.5,4.5,15.13
11226,Ctenophorus_isolepis,MALE,51,5.2,119,3,3.5,6.5,44.9
11270,Ctenophorus_isolepis,MALE,48,3.7,107,1.5,2.5,4,12.14
11282,Ctenophorus_isolepis,MALE,50,4.2,101,2,2,4,10.32
11291,Ctenophorus_isolepis,MALE,47,3,92,1.5,1.5,3,4.33
11305,Ctenophorus_isolepis,MALE,47,3.7,109,3,3,6,34.63
11310,Ctenophorus_isolepis,MALE,48,4.2,102,2,2,4,10.32
11313,Ctenophorus_isolepis,MALE,43,3,91,1.5,1.5,3,4.33
11349,Ctenophorus_isolepis,MALE,48,3.5,98,2.5,3,5.5,27.29
11351,Ctenophorus_isolepis,MALE,48,3.7,108,1.5,2,3.5,7.33
11362,Ctenophorus_isolepis,MALE,51,4,102,3,4,7,58.23
11370,Ctenophorus_isolepis,MALE,49,4,108,1.5,2,3.5,7.33
11372,Ctenophorus_isolepis,MALE,54,5,119,4,5,9,121.27
11380,Ctenophorus_isolepis,MALE,42,2.5,88,1.5,1.5,3,4.33
11382,Ctenophorus_isolepis,MALE,47,3,100,2,2.5,4.5,15.13
11414,Ctenophorus_isolepis,MALE,48,5,106,2.5,2.5,5,19.94
11423,Ctenophorus_isolepis,MALE,52,5,114,3,3,6,34.63
11430,Ctenophorus_isolepis,MALE,48,3.5,100,2.5,2,4.5,15.13
11431,Ctenophorus_isolepis,MALE,55,6.5,,3.5,3.5,7,55.18
11435,Ctenophorus_isolepis,MALE,47,2.7,100,2,2,4,10.32
11462,Ctenophorus_isolepis,MALE,47,4.5,100,2.5,2.5,5,19.94
11463,Ctenophorus_isolepis,MALE,50,5,110,3.5,4,7.5,68.51
11493,Ctenophorus_isolepis,MALE,50,5,113,4,3.5,7.5,68.51
11494,Ctenophorus_isolepis,MALE,51,5,110,2.5,3.5,6,37.56
11512,Ctenophorus_isolepis,MALE,32,0.7,58,1,1,2,1.27
11515,Ctenophorus_isolepis,MALE,51,4,110,1.5,2,3.5,7.33
11516,Ctenophorus_isolepis,MALE,51,5.5,111,3,3.5,6.5,44.9
11519,Ctenophorus_isolepis,MALE,45,3,97,1.5,2,3.5,7.33
11526,Ctenophorus_isolepis,MALE,59,6.5,137,3.5,3.5,7,55.18
11553,Ctenophorus_isolepis,MALE,52,4.5,125,2,1.5,3.5,7.33
11560,Ctenophorus_isolepis,MALE,49,3,105,1.5,1.5,3,4.33
11567,Ctenophorus_isolepis,MALE,38,1.5,76,0.5,0.5,1,0.16
11571,Ctenophorus_isolepis,MALE,40,2,83,1,1,2,1.27
11580,Ctenophorus_isolepis,MALE,34,1.5,71,1,1,2,1.27
11581,Ctenophorus_isolepis,MALE,46,2,100,1.5,1.5,3,4.33
11582,Ctenophorus_isolepis,MALE,46,2,104,1,1,2,1.27
11584,Ctenophorus_isolepis,MALE,47,3.2,101,1.5,1.5,3,4.33
11586,Ctenophorus_isolepis,MALE,41,2,79,1,1,2,1.27
11590,Ctenophorus_isolepis,MALE,43,2.7,98,0.5,0.5,1,0.16
11596,Ctenophorus_isolepis,MALE,54,5,123,2,2,4,10.32
11598,Ctenophorus_isolepis,MALE,46,2.2,97,1,1,2,1.27
11600,Ctenophorus_isolepis,MALE,50,3.5,113,2.5,2.5,5,19.94
11617,Ctenophorus_isolepis,MALE,46,3,104,1,1,2,1.27
11637,Ctenophorus_isolepis,MALE,41,2,79,1,1,2,1.27
11640,Ctenophorus_isolepis,MALE,63,8.5,153,2,2.5,4.5,15.13
11646,Ctenophorus_isolepis,MALE,45,3,96,1,1,2,1.27
11649,Ctenophorus_isolepis,MALE,40,2,86,1.5,2.5,4,12.14
11655,Ctenophorus_isolepis,MALE,40,2,75,1,1,2,1.27
11684,Ctenophorus_isolepis,MALE,66,9.7,150,2.5,3,5.5,27.29
11717,Ctenophorus_isolepis,MALE,41,2.2,88,1.5,2,3.5,7.33
11718,Ctenophorus_isolepis,MALE,47,3.7,101,2,2.5,4.5,15.13
11726,Ctenophorus_isolepis,MALE,46,3.5,93,2,2,4,10.32
11727,Ctenophorus_isolepis,MALE,45,3,91,2,2.5,4.5,15.13
11744,Ctenophorus_isolepis,MALE,59,8,131,3.5,4.5,8,86.02
11754,Ctenophorus_isolepis,MALE,47,3.5,100,2.5,2.5,5,19.94
11758,Ctenophorus_isolepis,MALE,60,7,136,4,3.5,7.5,68.51
11774,Ctenophorus_isolepis,MALE,57,8.5,128,4,4,8,81.83
11775,Ctenophorus_isolepis,MALE,47,4,104,,2.5,,9.97
11779,Ctenophorus_isolepis,MALE,60,7.7,141,4,5,9,121.27
11780,Ctenophorus_isolepis,MALE,64,8,138,3.5,4,7.5,68.51
11792,Ctenophorus_isolepis,MALE,62,7.7,134,4,4.5,8.5,99.35
11793,Ctenophorus_isolepis,MALE,61,8,129,4,4,8,81.83
11794,Ctenophorus_isolepis,MALE,56,7,116,3.5,4,7.5,68.51
11795,Ctenophorus_isolepis,MALE,50,4,101,2.5,3,5.5,27.29
11797,Ctenophorus_isolepis,MALE,46,3.5,104,2.5,3,5.5,27.29
11800,Ctenophorus_isolepis,MALE,51,5.5,122,2.5,3.5,6,37.56
11801,Ctenophorus_isolepis,MALE,56,6.7,131,4,4,8,81.83
11804,Ctenophorus_isolepis,MALE,48,4,93,3,3,6,34.63
11805,Ctenophorus_isolepis,MALE,50,4.2,103,3,3.5,6.5,44.9
11806,Ctenophorus_isolepis,MALE,48,4,105,2,2,4,10.32
11807,Ctenophorus_isolepis,MALE,57,7.2,135,5,5,10,160.7
11828,Ctenophorus_isolepis,MALE,44,3.5,91,1,1.5,2.5,2.8
11831,Ctenophorus_isolepis,MALE,46,4,,3,3,6,34.63
11834,Ctenophorus_isolepis,MALE,48,4.5,99,2.5,2.5,5,19.94
11835,Ctenophorus_isolepis,MALE,56,7.5,134,4,5,9,121.27
11846,Ctenophorus_isolepis,MALE,60,6.5,131,5,5,10,160.7
11850,Ctenophorus_isolepis,MALE,49,4.2,108,3,3,6,34.63
11852,Ctenophorus_isolepis,MALE,56,7.5,130,4.5,4.5,9,116.87
11855,Ctenophorus_isolepis,MALE,48,3.5,102,2,2.5,4.5,15.13
11856,Ctenophorus_isolepis,MALE,59,7.7,133,3,4,7,58.23
11858,Ctenophorus_isolepis,MALE,56,7.5,136,5,5,10,160.7
11861,Ctenophorus_isolepis,MALE,58,7.7,139,6,5,11,218.86
11862,Ctenophorus_isolepis,MALE,60,8,118,5,5,10,160.7
11863,Ctenophorus_isolepis,MALE,57,6.7,123,4,5,9,121.27
11865,Ctenophorus_isolepis,MALE,58,7.5,130,5,5,10,160.7
11866,Ctenophorus_isolepis,MALE,60,8.7,138,5,5,10,160.7
11870,Ctenophorus_isolepis,MALE,57,6.5,135,4,4,8,81.83
11871,Ctenophorus_isolepis,MALE,58,7,138,4,4,8,81.83
11872,Ctenophorus_isolepis,MALE,48,4,107,3.5,3.5,7,55.18
11873,Ctenophorus_isolepis,MALE,49,4,104,3,3,6,34.63
11901,Ctenophorus_isolepis,MALE,59,7.2,132,5,4.5,9.5,138.79
11902,Ctenophorus_isolepis,MALE,56,6.5,127,4,4,8,81.83
11903,Ctenophorus_isolepis,MALE,58,7,137,5.5,5.5,11,212.91
11904,Ctenophorus_isolepis,MALE,50,4,118,3,3.5,6.5,44.9
11906,Ctenophorus_isolepis,MALE,55,6.2,123,3.5,4,7.5,68.51
11907,Ctenophorus_isolepis,MALE,50,4.5,111,2.5,3,5.5,27.29
11931,Ctenophorus_isolepis,MALE,52,5.5,117,3.5,3.5,7,55.18
11947,Ctenophorus_isolepis,MALE,57,9,127,5.5,6,11.5,244.97
11949,Ctenophorus_isolepis,MALE,52,5.2,113,3,3,6,34.63
11951,Ctenophorus_isolepis,MALE,57,6.5,124,4,5,9,121.27
11952,Ctenophorus_isolepis,MALE,58,7.5,125,4,5,9,121.27
11953,Ctenophorus_isolepis,MALE,50,4.5,109,2.5,2.5,5,19.94
11954,Ctenophorus_isolepis,MALE,55,6.7,102,4.5,4,8.5,99.35
11958,Ctenophorus_isolepis,MALE,52,4,110,3.5,3.5,7,55.18
11963,Ctenophorus_isolepis,MALE,57,6,124,4,4.5,8.5,99.35
11965,Ctenophorus_isolepis,MALE,53,5,114,2,3,5,22.48
11984,Ctenophorus_isolepis,MALE,60,7.5,132,4,4.5,8.5,99.35
12000,Ctenophorus_isolepis,MALE,36,1.7,63,2,2.5,4.5,15.13
12098,Ctenophorus_isolepis,MALE,54,6.5,125,4,4.5,8.5,99.35
12137,Ctenophorus_isolepis,MALE,54,6.5,116,3.5,4.5,8,86.02
12199,Ctenophorus_isolepis,MALE,57,6.5,129,5,4.5,9.5,138.79
12200,Ctenophorus_isolepis,MALE,55,5.5,127,4,4,8,81.83
12234,Ctenophorus_isolepis,MALE,54,5.2,124,4,5,9,121.27
12237,Ctenophorus_isolepis,MALE,48,3.7,102,4,4,8,81.83
12242,Ctenophorus_isolepis,MALE,55,6.2,121,5,5,10,160.7
12261,Ctenophorus_isolepis,MALE,54,6.2,121,6,6,12,277.02
12270,Ctenophorus_isolepis,MALE,56,6,127,5,5.5,10.5,186.81
12287,Ctenophorus_isolepis,MALE,48,6,121,5.5,5,10.5,186.81
12288,Ctenophorus_isolepis,MALE,57,7.2,136,5.5,5.5,11,212.91
12297,Ctenophorus_isolepis,MALE,55,7,122,5,5.5,10.5,186.81
12299,Ctenophorus_isolepis,MALE,55,5.2,115,4,5,9,121.27
12304,Ctenophorus_isolepis,MALE,55,6.2,122,5,4.5,9.5,138.79
12339,Ctenophorus_isolepis,MALE,50,5,103,4,5.5,9.5,147.37
12340,Ctenophorus_isolepis,MALE,54,6.7,121,5,4,9,121.27
12372,Ctenophorus_isolepis,MALE,48,4,105,4,4,8,81.83
12374,Ctenophorus_isolepis,MALE,52,5.7,117,4.5,4.5,9,116.87
12375,Ctenophorus_isolepis,MALE,53,5.7,114,4,5,9,121.27
12376,Ctenophorus_isolepis,MALE,49,5,107,4.5,4.5,9,116.87
12377,Ctenophorus_isolepis,MALE,47,3.7,101,3,3,6,34.63
12378,Ctenophorus_isolepis,MALE,53,5.5,117,5,5.5,10.5,186.81
12380,Ctenophorus_isolepis,MALE,54,5.7,118,5,5,10,160.7
12381,Ctenophorus_isolepis,MALE,53,6.2,113,,,,
12392,Ctenophorus_isolepis,MALE,60,7,126,6,6,12,277.02
12395,Ctenophorus_isolepis,MALE,58,7,121,4.5,6,10.5,196.95
12407,Ctenophorus_isolepis,MALE,54,6,122,5.5,5.5,11,212.91
12408,Ctenophorus_isolepis,MALE,56,6.2,118,3.5,4.5,8,86.02
12410,Ctenophorus_isolepis,MALE,53,5,105,5,6,11,218.86
12411,Ctenophorus_isolepis,MALE,53,5,120,5,5,10,160.7
12412,Ctenophorus_isolepis,MALE,54,6,117,5,5,10,160.7
12417,Ctenophorus_isolepis,MALE,50,4.7,106,4,5,9,121.27
12421,Ctenophorus_isolepis,MALE,49,4.2,109,3,5,8,97.66
12582,Ctenophorus_isolepis,MALE,59,6.7,129,5,5.5,10.5,186.81
12583,Ctenophorus_isolepis,MALE,54,6,111,5,5,10,160.7
12584,Ctenophorus_isolepis,MALE,57,6.5,110,4.5,5,9.5,138.79
12586,Ctenophorus_isolepis,MALE,55,6.2,124,4.5,6,10.5,196.95
12624,Ctenophorus_isolepis,MALE,60,8,132,5,6,11,218.86
12625,Ctenophorus_isolepis,MALE,62,8,140,5,5,10,160.7
12626,Ctenophorus_isolepis,MALE,58,7,132,5,5,10,160.7
12651,Ctenophorus_isolepis,MALE,56,5.7,126,3,3.5,6.5,44.9
12656,Ctenophorus_isolepis,MALE,64,10,140,4.5,5.5,10,164.89
12659,Ctenophorus_isolepis,MALE,54,5.5,120,4,4,8,81.83
12660,Ctenophorus_isolepis,MALE,58,6.5,132,4.5,5,9.5,138.79
12661,Ctenophorus_isolepis,MALE,60,8,112,5,6,11,218.86
12663,Ctenophorus_isolepis,MALE,58,7,137,4.5,4.5,9,116.87
12680,Ctenophorus_isolepis,MALE,55,6.7,127,4,4,8,81.83
12887,Ctenophorus_isolepis,MALE,50,4.5,119,3.5,4.5,8,86.02
12889,Ctenophorus_isolepis,MALE,56,6,122,5.5,5.5,11,212.91
12890,Ctenophorus_isolepis,MALE,53,6.5,,4,5,9,121.27
12892,Ctenophorus_isolepis,MALE,54,5.7,121,4.5,5.5,10,164.89
12936,Ctenophorus_isolepis,MALE,47,4.5,115,4.5,4.5,9,116.87
12942,Ctenophorus_isolepis,MALE,50,5.5,116,5,5,10,160.7
12944,Ctenophorus_isolepis,MALE,52,5.5,121,3.5,4.5,8,86.02
12962,Ctenophorus_isolepis,MALE,56,6.5,131,4,3.5,7.5,68.51
12963,Ctenophorus_isolepis,MALE,55,6,130,5,5.5,10.5,186.81
12964,Ctenophorus_isolepis,MALE,56,6,120,5,5,10,160.7
12965,Ctenophorus_isolepis,MALE,55,6.2,,5,5.5,10.5,186.81
12968,Ctenophorus_isolepis,MALE,55,6,118,4.5,5,9.5,138.79
12969,Ctenophorus_isolepis,MALE,53,5.7,121,4,5,9,121.27
12974,Ctenophorus_isolepis,MALE,56,6.7,,5.5,7,12.5,326.03
12975,Ctenophorus_isolepis,MALE,53,5.2,120,4,5.5,9.5,147.37
12979,Ctenophorus_isolepis,MALE,50,5.2,117,5,5,10,160.7
13004,Ctenophorus_isolepis,MALE,55,6,125,5,5,10,160.7
13009,Ctenophorus_isolepis,MALE,56,6.7,129,4.5,5.5,10,164.89
13011,Ctenophorus_isolepis,MALE,56,5.7,125,6,5.5,11.5,244.97
13036,Ctenophorus_isolepis,MALE,52,5.5,130,5,5,10,160.7
13037,Ctenophorus_isolepis,MALE,52,6,121,4.5,4.5,9,116.87
13038,Ctenophorus_isolepis,MALE,53,5.5,116,5,5,10,160.7
13041,Ctenophorus_isolepis,MALE,52,5.5,,5,4.5,9.5,138.79
13079,Ctenophorus_isolepis,MALE,50,5.2,110,4,4.5,8.5,99.35
13080,Ctenophorus_isolepis,MALE,55,6,120,5.5,6,11.5,244.97
13115,Ctenophorus_isolepis,MALE,58,7,144,4.5,4,8.5,99.35
13116,Ctenophorus_isolepis,MALE,56,7,133,5.5,6,11.5,244.97
13117,Ctenophorus_isolepis,MALE,53,5.2,112,3.5,4.5,8,86.02
13118,Ctenophorus_isolepis,MALE,55,6,,5,6,11,218.86
13138,Ctenophorus_isolepis,MALE,54,6,123,5,5.5,10.5,186.81
13340,Ctenophorus_isolepis,MALE,56,7.2,130,5,5,10,160.7
13341,Ctenophorus_isolepis,MALE,60,7.5,135,4.5,5.5,10,164.89
13363,Ctenophorus_isolepis,MALE,58,6.7,127,4,5,9,121.27
13365,Ctenophorus_isolepis,MALE,58,7.5,133,5,5,10,160.7
13390,Ctenophorus_isolepis,MALE,60,7.5,140,5,4.5,9.5,138.79
13391,Ctenophorus_isolepis,MALE,58,6.7,123,5,6,11,218.86
13398,Ctenophorus_isolepis,MALE,58,7,126,5,5.5,10.5,186.81
13400,Ctenophorus_isolepis,MALE,59,6,131,5,5,10,160.7
13444,Ctenophorus_isolepis,MALE,57,6.5,133,4,3,7,58.23
13445,Ctenophorus_isolepis,MALE,58,7.7,121,4,5,9,121.27
806,Ctenophorus_isolepis,MALE,45,3.4,100,2,3,5,49.02
814,Ctenophorus_isolepis,MALE,41,2.9,,2,2,4,27.45
817,Ctenophorus_isolepis,MALE,49,4.6,102,4,4,8,142.86
818,Ctenophorus_isolepis,MALE,43,3,94,3,3,6,70.58
839,Ctenophorus_isolepis,MALE,46,3.2,103,1.5,2,3.5,21.17
846,Ctenophorus_isolepis,MALE,56,5.4,125,5,5,10,252.18
847,Ctenophorus_isolepis,MALE,42,3.3,92,3.5,3,6.5,86.38
851,Ctenophorus_isolepis,MALE,47,4,106,3,3,6,70.58
854,Ctenophorus_isolepis,MALE,43,2.7,90,3,3,6,70.58
855,Ctenophorus_isolepis,MALE,35,1.7,67,1.5,1.5,3,14.9
856,Ctenophorus_isolepis,MALE,32,1.2,60,0.5,0.5,1,2.01
857,Ctenophorus_isolepis,MALE,33,1.5,70,1.5,1.5,3,14.9
904,Ctenophorus_isolepis,MALE,55,7,120,5.5,5.5,11,323.98
905,Ctenophorus_isolepis,MALE,53,5.8,,6,6,12,408.18
910,Ctenophorus_isolepis,MALE,,5.1,,4.5,4.5,9,193.02
918,Ctenophorus_isolepis,MALE,50,4.9,110,5,5,10,252.18
923,Ctenophorus_isolepis,MALE,38,2.7,85,3,3,6,70.58
924,Ctenophorus_isolepis,MALE,59,5.2,124,4,4,8,142.86
972,Ctenophorus_isolepis,MALE,55,5.7,118,1,1,2,6.65
973,Ctenophorus_isolepis,MALE,53,5.7,122,6,6,12,408.18
995,Ctenophorus_isolepis,MALE,48,4.7,107,4,4.5,8.5,167.94
996,Ctenophorus_isolepis,MALE,55,6.1,117,5,7,12,433.62
997,Ctenophorus_isolepis,MALE,53,6,,4.5,4.5,9,193.02
1011,Ctenophorus_isolepis,MALE,55,5.5,115,5,5,10,252.18
1017,Ctenophorus_isolepis,MALE,46,3.7,95,4,4,8,142.86
1018,Ctenophorus_isolepis,MALE,39,2.3,83,,,,
1019,Ctenophorus_isolepis,MALE,47,5,111,4,4,8,142.86
1027,Ctenophorus_isolepis,MALE,50,4.6,112,3.5,3.5,7,102.18
1028,Ctenophorus_isolepis,MALE,54,5.5,,,,,
1029,Ctenophorus_isolepis,MALE,46,4.5,99,3.5,4,7.5,122.52
1030,Ctenophorus_isolepis,MALE,51,5.1,120,4.5,4.5,9,193.02
1040,Ctenophorus_isolepis,MALE,50,4.9,117,4,4,8,142.86
1043,Ctenophorus_isolepis,MALE,48,4.3,105,3,4,7,106.72
1048,Ctenophorus_isolepis,MALE,50,4.8,113,4.5,5,9.5,222.6
1049,Ctenophorus_isolepis,MALE,53,5.5,110,7,7,14,615.06
1050,Ctenophorus_isolepis,MALE,44,3.1,90,2.5,2.5,5,45.74
1051,Ctenophorus_isolepis,MALE,58,6.5,,5,5,10,252.18
1052,Ctenophorus_isolepis,MALE,55,5,114,4,4,8,142.86
1053,Ctenophorus_isolepis,MALE,51,5.2,100,4.5,4.5,9,193.02
1061,Ctenophorus_isolepis,MALE,48,4.4,114,4,4,8,142.86
1063,Ctenophorus_isolepis,MALE,51,4.7,113,4,4,8,142.86
1066,Ctenophorus_isolepis,MALE,46,4.5,111,5,4,9,197.52
1241,Ctenophorus_isolepis,MALE,52,6.1,120,6,6,12,408.18
1243,Ctenophorus_isolepis,MALE,50,5.4,120,4.5,4.5,9,193.02
1255,Ctenophorus_isolepis,MALE,50,4.9,106,5,4,9,197.52
1259,Ctenophorus_isolepis,MALE,50,4.1,99,4,4,8,142.86
1260,Ctenophorus_isolepis,MALE,49,4.7,109,5,5,10,252.18
1261,Ctenophorus_isolepis,MALE,52,4.7,117,5,5,10,252.18
1263,Ctenophorus_isolepis,MALE,50,4.6,111,5,5,10,252.18
1264,Ctenophorus_isolepis,MALE,48,4.3,,5,5,10,252.18
1265,Ctenophorus_isolepis,MALE,51,4.6,,5,5,10,252.18
1267,Ctenophorus_isolepis,MALE,55,6,122,6,6,12,408.18
1278,Ctenophorus_isolepis,MALE,52,5.7,119,5,5.5,10.5,288.08
1297,Ctenophorus_isolepis,MALE,47,3.9,95,5,5,10,252.18
1298,Ctenophorus_isolepis,MALE,52,4.6,113,5.5,5,10.5,288.08
1300,Ctenophorus_isolepis,MALE,48,4,106,5,4,9,197.52
1301,Ctenophorus_isolepis,MALE,51,5,105,4,4,8,142.86
1302,Ctenophorus_isolepis,MALE,51,5.2,114,6,6,12,408.18
1303,Ctenophorus_isolepis,MALE,50,5.2,110,5,5,10,252.18
1306,Ctenophorus_isolepis,MALE,50,5.2,112,6,6,12,408.18
1311,Ctenophorus_isolepis,MALE,53,4.9,111,5,5,10,252.18
1312,Ctenophorus_isolepis,MALE,49,4.5,113,4,4,8,142.86
1316,Ctenophorus_isolepis,MALE,50,5,119,4.5,5,9.5,222.6
1318,Ctenophorus_isolepis,MALE,57,6.7,130,6,6,12,408.18
1321,Ctenophorus_isolepis,MALE,56,6.9,129,6,6.5,12.5,455.81
1322,Ctenophorus_isolepis,MALE,47,4.5,111,6,6,12,408.18
1323,Ctenophorus_isolepis,MALE,50,5.1,114,5,5,10,252.18
1325,Ctenophorus_isolepis,MALE,50,4.9,116,4,4,8,142.86
1328,Ctenophorus_isolepis,MALE,53,5.9,118,,,,
1332,Ctenophorus_isolepis,MALE,53,5.5,107,5,5,10,252.18
1334,Ctenophorus_isolepis,MALE,50,4.6,105,3,3,6,70.58
1335,Ctenophorus_isolepis,MALE,53,5.3,120,4.5,5,9.5,222.6
1337,Ctenophorus_isolepis,MALE,50,5.3,108,5,5,10,252.18
1338,Ctenophorus_isolepis,MALE,49,4.4,105,4,4,8,142.86
1344,Ctenophorus_isolepis,MALE,54,5.2,112,4.5,4.5,9,193.02
1345,Ctenophorus_isolepis,MALE,56,6.2,119,5,5,10,252.18
1346,Ctenophorus_isolepis,MALE,48,4.7,,6,6,12,408.18
1349,Ctenophorus_isolepis,MALE,52,5.2,121,6,6,12,408.18
188.5,Ctenotus_dux,MALE,61,4.7,,5,5,188.5,10
226.2,Ctenotus_dux,MALE,60,4.7,,6,6,226.2,12
201.06,Ctenotus_dux,MALE,55,4.1,115,6,,201.06,
362.33,Ctenotus_dux,MALE,65,6,,8,5,362.33,13
12.57,Ctenotus_dux,MALE,56,4.4,115,3,3,12.57,6
368.61,Ctenotus_dux,MALE,55,4.2,101,6,5,368.61,11
368.61,Ctenotus_dux,MALE,61,4.9,116,6,5,368.61,11
241.38,Ctenotus_dux,MALE,56,3.8,115,6,5,241.38,11
130.9,Ctenotus_dux,MALE,54,3.9,109,4.5,5.5,130.9,10
351.06,Ctenotus_dux,MALE,61,5.3,125,7.2,5.5,351.06,12.7
75.4,Ctenotus_dux,MALE,60,5.5,,5,4,75.4,9
245.04,Ctenotus_dux,MALE,67,6.6,,7,6,245.04,13
207.35,Ctenotus_dux,MALE,59,4.7,,6,5,207.35,11
150.8,Ctenotus_dux,MALE,60,5.3,,4,4,150.8,8
280.65,Ctenotus_dux,MALE,65,5.3,112,6,5,280.65,11
295.31,Ctenotus_dux,MALE,62,4.9,,6,5,295.31,11
188.5,Ctenotus_dux,MALE,61,4.8,132,6,4,188.5,10
1.05,Ctenotus_dux,MALE,38,1,76,1,1,1.05,2
1.05,Ctenotus_dux,MALE,38,1.2,74,1,1,1.05,2
1.05,Ctenotus_dux,MALE,35,0.8,65,1,1,1.05,2
1.05,Ctenotus_dux,MALE,34,0.8,67,1,1,1.05,2
10.47,Ctenotus_dux,MALE,58,4.7,126,3,2,10.47,5
31.42,Ctenotus_dux,MALE,64,5.6,,3,3,31.42,6
12.57,Ctenotus_dux,MALE,63,5.2,,4,2,12.57,6
50.27,Ctenotus_dux,MALE,63,5.3,126,3,3,50.27,6
33.51,Ctenotus_dux,MALE,60,5.3,122,4,3,33.51,7
29.32,Ctenotus_dux,MALE,65,6.4,,3,2,29.32,5
58.64,Ctenotus_dux,MALE,66,6.6,,4,3,58.64,7
58.64,Ctenotus_dux,MALE,62,4.8,,4,3,58.64,7
10.47,Ctenotus_dux,MALE,59,5.1,,3,2,10.47,5
1.05,Ctenotus_dux,MALE,47,1.9,70,1,1,1.05,2
1.05,Ctenotus_dux,MALE,46,2.2,86,1,1,1.05,2
1.05,Ctenotus_dux,MALE,46,2,91,1,1,1.05,2
1.05,Ctenotus_dux,MALE,47,2.2,92,1,1,1.05,2
1.05,Ctenotus_dux,MALE,49,2.2,85,1,1,1.05,2
8.38,Ctenotus_dux,MALE,53,3,106,2,2,8.38,4
1.05,Ctenotus_dux,MALE,45,1.9,91,1,1,1.05,2
4.32,Ctenotus_dux,MALE,54,3,100,1.5,1,4.32,2.5
8.38,Ctenotus_dux,MALE,48,2.2,105,2,2,8.38,4
8.38,Ctenotus_dux,MALE,51,2.6,,2,2,8.38,4
1.05,Ctenotus_dux,MALE,44,1.5,82,1,1,1.05,2
207.35,Ctenotus_dux,MALE,63,4.6,,6,5,207.35,11
1.05,Ctenotus_dux,MALE,46,1.7,97,1,1,1.05,2
34.08,Ctenotus_dux,MALE,53,2.7,110,3.2,2.8,34.08,6
8.38,Ctenotus_dux,MALE,49,2.2,,2,2,8.38,4
23.04,Ctenotus_dux,MALE,51,2.4,97,3,2,23.04,5
58.64,Ctenotus_dux,MALE,50,2.4,103,4,3,58.64,7
125.66,Ctenotus_dux,MALE,54,2.9,99,6,4,125.66,10
8.38,Ctenotus_dux,MALE,47,1.9,,2,2,8.38,4
202.19,Ctenotus_dux,MALE,61,4,,6,5.5,202.19,11.5
136.14,Ctenotus_dux,MALE,54,3.9,109,5,5,136.14,10
144.51,Ctenotus_dux,MALE,53,3.3,107,6,5,144.51,11
169.65,Ctenotus_dux,MALE,57,3.6,117,5,4,169.65,9
9.79,Ctenotus_dux,MALE,47,2.3,97,1.9,1.6,9.79,3.5
280.65,Ctenotus_dux,MALE,61,4.8,130,6,5,280.65,11
188.5,Ctenotus_dux,MALE,54,2.6,111,6,4,188.5,10
